c1,P_max,eff_max
0.0,0.053062967363428144,8.453525657596433
0.7142857142857143,0.05673783817259711,9.044297641382025
1.4285714285714286,0.060993205822582476,9.815406191301692
2.142857142857143,0.06456532759449056,10.520429194864981
2.857142857142857,0.06726581540397306,11.112470334723083
3.5714285714285716,0.06889022895447516,11.561439805245099
4.285714285714286,0.06936722318043217,11.867827158884946
5.0,0.06876759693387144,12.038552054127427
5.714285714285714,0.06735704842221514,12.080834725915711
6.428571428571429,0.06534847156510722,12.019528532415638
7.142857142857143,0.06296505334194473,11.897446543659798
7.857142857142858,0.06036416087446102,11.748063219418322
8.571428571428571,0.05765660704050088,11.57456213484461
9.285714285714286,0.054981832802017266,11.38437469708288
10.0,0.05293028759955838,11.52576902201261
